,City Attorney, City Council,City Manager,City Non-Departmental,Economic Development,Finance,Fire,Human Resources, Information technology, Library, Parks and Recreation, Planning and Community Development, Police, Public Works
2016,994526,447580,2415673,4782741
2017,
2018,
2019,
2020,
2021,
